content,cleaned_content,score,sentiment,label_used,text_source
"saya sudah install dan mau register tidak bisa pada saat masukan password padahal perintahnya/ notifnya sudah saya ikuti. jika memang aplikasi ini useless tolong take out dr playstore, sangat menyusahkan dan membuang waktu.",saya sudah install dan mau register tidak bisa pada saat masukan password padahal perintahnya notifnya sudah saya ikuti jika memang aplikasi ini useless tolong take dr playstore sangat menyusahkan dan membuang waktu,1,negative,negative,score_augmented
Tidak bisa login,tidak bisa login,1,negative,negative,score_augmented
Can't turn off marketing notifications without turning off important notifications,cant turn marketing notification without turning important notification,1,negative,negative,score_augmented
"Lemot lelet parah, masuk aja susah banget padahal koneksi lancar dan cepet",lemot lelet parah masuk aja susah banget padahal koneksi lancar dan cepet,1,negative,negative,score_augmented
Tidak bisa login nih. Tolong benerin dong cepetan,tidak bisa login nih tolong benerin dong cepetan,1,negative,negative,score_augmented
Jenius is suck! worst mobile banking i've ever used,jenius suck worst mobile banking ive ever used,1,negative,negative,score_augmented
i couldn't got my old account because 'unknown error',couldnt got old account unknown error,1,negative,negative,score_augmented
"The app is really time wasting, when i want to make a PIN for the device the app keep saying there is an error",app really time wasting want make pin device app keep saying error,1,negative,negative,score_augmented
Aplikasi menabung dengan UI UX Simple,aplikasi menabung dengan ui ux simple,5,positive,positive,score_augmented
"Could've been better, should've been better. Too laggy, unreliable, and can't even open it in pinch moment.",couldve better shouldve better laggy unreliable cant even open pinch moment,1,negative,negative,score_augmented
"LEMOT, BERMASALAH, G PERNAH BENER, GINI AJA TERUS, MAKIN KESINI MAKIN BOBROK APP NY G RELIABLE, LANJUTKAN JENIUS 👍👍👍",lemot bermasalah g pernah bener gini aja terus makin kesini makin bobrok app ny g reliable lanjutkan jenius,1,negative,negative,score_augmented
"Pelopor digital bank di Indonesia, ui/ux nya paling bagus dan gampang banget kalau mau top up ke banyak e-wallet",pelopor digital bank di indonesia uiux nya paling bagus dan gampang banget kalau mau top ke banyak ewallet,5,positive,positive,score_augmented
"Love the bank, not so much for the app. I swear there's always lag on opening the app even though my internet is fine.",love bank much app swear there always lag opening app even though internet fine,4,positive,positive,score_augmented
Jenius dengan fitur saver-nya sangat memudahkan saya untuk menabung dan memotivasi saya untuk mencapai target tabungan yang diinginkan. A good feature!,jenius dengan fitur savernya sangat memudahkan saya untuk menabung dan memotivasi saya untuk mencapai target tabungan yang diinginkan good feature,5,positive,positive,score_augmented
very slow on web,slow web,1,negative,negative,score_augmented
"Easy to use digital banking app. It has a lot of features that truly helps us to transact easier and faster, for example Jenius Pay feature. I've been using it for 3 years. The new look is very refreshing.",easy use digital banking app lot feature truly help u transact easier faster example jenius pay feature ive using year new look refreshing,5,positive,positive,score_augmented
Aplikasi menjadi lemot,aplikasi menjadi lemot,2,negative,negative,score_augmented
E wallet yang sangat mudah di gunakan dan prosesnya sangat cepat dalam mengisi e wallet untuk menambah saldo lainnya.,e wallet yang sangat mudah di gunakan dan prosesnya sangat cepat dalam mengisi e wallet untuk menambah saldo lainnya,5,positive,positive,score_augmented
Why I cannot log in on my new phone? It says my session has expired though I have tried it for several times,cannot log new phone say session expired though tried several time,1,negative,negative,score_augmented
User Interface Aplikasi nya bagus,user interface aplikasi nya bagus,5,positive,positive,score_augmented
"aplikasi dari bank btpn yang memberi kemudahan untuk menabung, juga bisa untuk transfer dengan mudah dan aman, menyimpan uang digital (e-wallet), proses aktivasinya mudah sekali, user friendly",aplikasi dari bank btpn yang memberi kemudahan untuk menabung juga bisa untuk transfer dengan mudah dan aman menyimpan uang digital ewallet prose aktivasinya mudah sekali user friendly,5,positive,positive,score_augmented
"Aplikasi yang sangat membantu, aktivasi mudah untuk pemula, tidak ada lag, semua lancar",aplikasi yang sangat membantu aktivasi mudah untuk pemula tidak ada lag semua lancar,5,positive,positive,score_augmented
"I just change may phone. And now I can't log in... This is ridiculous. Please fixed it. And agree with the others comments.. Wasting time to log in..for everything and bla bla... I choose living and BNC than this app. Thanks God before change the phone, I had transfered all of my money to living app.",change may phone cant log ridiculous please fixed agree others comment wasting time log infor everything bla bla choose living bnc app thanks god change phone transfered money living app,1,negative,negative,score_augmented
"Stop changing layouts, instead fix your fetch data method or logic. It took a long time to load the dashboard and navigating menus",stop changing layout instead fix fetch data method logic took long time load dashboard navigating menu,2,negative,negative,score_augmented
"aktivasi mudah ga ribet, sangat cocok untuk kebutuhan menabung karena super safe dan mudah transaksi kemana aja",aktivasi mudah ga ribet sangat cocok untuk kebutuhan menabung karena super safe dan mudah transaksi kemana aja,5,positive,positive,score_augmented
Selalu login expired padahal yg di iphone lancar2 aja,selalu login expired padahal yg di iphone lancar aja,1,negative,negative,score_augmented
"Sudah pakai setahun kebelakang, reviewnya bagus, e wallet yang aman buat menabung, ui ux simple buat dimengerti, pakai debit card jenius banyak promonya",sudah pakai setahun kebelakang reviewnya bagus e wallet yang aman buat menabung ui ux simple buat dimengerti pakai debit card jenius banyak promonya,5,positive,positive,score_augmented
"Aplikasi nya keren, mantab jenius!",aplikasi nya keren mantab jenius,5,positive,positive,score_augmented
Sangat lambat saat login dan transaksi. Semoga performa nya bisa diperbaiki.,sangat lambat saat login dan transaksi semoga performa nya bisa diperbaiki,4,positive,positive,score_augmented
"4 tahun jadi pengguna jenius selalu sabar sama kelemotan aplikasi, minta update terus tapi masih tetep lemot dan sering error. kalau bukan krn sayang nabung di flexi & dream savernya udah aku tutup dari dulu dan puncaknya september kmrin aku tarik semua uang & tabungan. mutusin buat dormanin rekening sampai close sendiri. krn makin kesini jenius makin banyak aturan, biaya admin & biaya potongan ini itu. ngarep nabung buat dapet bunga malah dipotongin mulu. worst!",tahun jadi pengguna jenius selalu sabar sama kelemotan aplikasi minta update terus tapi masih tetep lemot dan sering error kalau bukan krn sayang nabung di flexi dream savernya udah aku tutup dari dulu dan puncaknya september kmrin aku tarik semua uang tabungan mutusin buat dormanin rekening sampai close sendiri krn makin kesini jenius makin banyak aturan biaya admin biaya potongan ini itu ngarep nabung buat dapet bunga malah dipotongin mulu worst,1,negative,negative,score_augmented
"Un nstal saja,Pelayanan Buruk",un nstal sajapelayanan buruk,1,negative,negative,score_augmented
"Merupakan aplikasi yang mudah untuk melakukan transaksi dimana & kapan saja. Menabung, transfer uang jadi cepat.",merupakan aplikasi yang mudah untuk melakukan transaksi dimana kapan saja menabung transfer uang jadi cepat,5,positive,positive,score_augmented
"mempermudah buat top up ke berbagai aplikasii, suka bangett✨✨✨",mempermudah buat top ke berbagai aplikasii suka bangett,5,positive,positive,score_augmented
"Aplikasinya kenapa sih?!! Baru juga download tiap login selalu ada notif ""sesi berakhir, keluar otomatis. Pen gue katain jadinya",aplikasinya kenapa sih baru juga download tiap login selalu ada notif sesi berakhir keluar otomatis pen gue katain jadinya,1,negative,negative,score_augmented
"Aplikasi terlalu berat untuk M-banking, selalu crash dan minta update. Reviewnya dibuat jadi bintang satu karna responnya malah nyalahin user seakan-akan koneksi internet milik user yang bermasalah, padahal aplikasi lain yang pakai koneksi berfungsi lancar. Update selalu tidak signifikan / memperberat aplikasi. Notifikasi malah disalahgunakan untuk iklan.",aplikasi terlalu berat untuk mbanking selalu crash dan minta update reviewnya dibuat jadi bintang satu karna responnya malah nyalahin user seakanakan koneksi internet milik user yang bermasalah padahal aplikasi lain yang pakai koneksi berfungsi lancar update selalu tidak signifikan memperberat aplikasi notifikasi malah disalahgunakan untuk iklan,1,negative,negative,score_augmented
"Tidak bisa login, nasabah bubar...",tidak bisa login nasabah bubar,1,negative,negative,score_augmented
Butuh waktu lama mulai dari membuka aplikasi hingga menjalankan perintah didalamnya. Berat banget kayaknya buat load.,butuh waktu lama mulai dari membuka aplikasi hingga menjalankan perintah didalamnya berat banget kayaknya buat load,4,positive,positive,score_augmented
"makin lambat ngapa2in, Qris loading lambat, loading transaksi lambat, dan satu lg paling ngeselin, ganti device mesti video call dan proses nya belum tentu berhasil, apps lain aja ga pake segitu ribet nya.. tagline ""Simple"" nya ga cocok ama UX terhadap apps nya. 1 star. permanent.",makin lambat ngapain qris loading lambat loading transaksi lambat dan satu lg paling ngeselin ganti device mesti video call dan prose nya belum tentu berhasil apps lain aja ga pake segitu ribet nya tagline simple nya ga cocok ama ux terhadap apps nya star permanent,1,negative,negative,score_augmented
love the new UI. loading time is a bit slow though,love new ui loading time bit slow though,4,positive,positive,score_augmented
Aplikasi nya sangat membantu dan memudahkan saya dalam melakukan aktivitas finansial,aplikasi nya sangat membantu dan memudahkan saya dalam melakukan aktivitas finansial,5,positive,positive,score_augmented
"Buka rekening dan aktivasinya mudah, hanya dengan videocall saja sudah bisa buat rekening btpn jenius. untuk aplikasinya interface nya bagus, ada fitur monetary yang buat saya lebih mudah untuk memonitoring keluar masuk dana. untuk benefit saya sangat terbantu dengan awards yang diberikan, top up e-wallet jadi lebih mudah dan murah, juga transfer antar bank dan penarikan disemua ATM bersama yang menguntukan. overall dengan feesible Rp.10.000 perbulan sangat worthy dengan fitur yang disediakan.",buka rekening dan aktivasinya mudah hanya dengan videocall saja sudah bisa buat rekening btpn jenius untuk aplikasinya interface nya bagus ada fitur monetary yang buat saya lebih mudah untuk memonitoring keluar masuk dana untuk benefit saya sangat terbantu dengan award yang diberikan top ewallet jadi lebih mudah dan murah juga transfer antar bank dan penarikan disemua atm bersama yang menguntukan overall dengan feesible rp perbulan sangat worthy dengan fitur yang disediakan,5,positive,positive,score_augmented
my simcard lost.. but i cant sign in to change the number...,simcard lost cant sign change number,1,negative,negative,score_augmented
Awful,awful,1,negative,negative,score_augmented
aplikasi yang sangat membantu dan berguna banget,aplikasi yang sangat membantu dan berguna banget,5,positive,positive,score_augmented
"Jenius sangat membantu selama pandemi yang harus serba online, aktivasinya juga tidak memakan banyak waktu, jadi saya dapat segera menggunakan mobile banking dan e-wallet. Aplikasi ini memiliki layanan yang bagus dan membuat saya merasa aman menyimpan uang saya di sini. Aplikasi bagus dan direkomendasikan bagi siswa, mudah untuk digunakan dan membantu untuk pembelian secara online",jenius sangat membantu selama pandemi yang harus serba online aktivasinya juga tidak memakan banyak waktu jadi saya dapat segera menggunakan mobile banking dan ewallet aplikasi ini memiliki layanan yang bagus dan membuat saya merasa aman menyimpan uang saya di sini aplikasi bagus dan direkomendasikan bagi siswa mudah untuk digunakan dan membantu untuk pembelian secara online,5,positive,positive,score_augmented
