content,cleaned_content,score,sentiment,label_used
"JELEK BANGEEETTT SUMPAH APLIKASINYA, SISTEMNYA, PELAYANANNYA!!! LUCU AJA ADA KENDALA DIMINTA CHAT, ABIS CHAT DIMINTA EMAIL, EMAIL DISURUH TELPON, UDAH TELPON DISURUH KE BANK, TRUS APA LAGI?? KENDALA SELESAI, ENGGAK!!! BUSUK BGT SUMPAT, RUGI PULSA RUGI WAKTU RUGI TENAGA RUGI EMOSIONAL. PADAHAL MAU KELOLA JUGA UANG SENDIRI, MEREKA PENYEDIA JASA DOANG, KOK MALAH MEMPERSULIT!",jelek bangeeettt sumpah aplikasinya sistemnya pelayanannya lucu aja ada kendala diminta chat abis chat diminta email email disuruh telpon udah telpon disuruh ke bank trus apa lagi kendala selesai enggak busuk bgt sumpat rugi pulsa rugi waktu rugi tenaga rugi emosional padahal mau kelola juga uang sendiri mereka penyedia jasa doang kok malah mempersulit,1,negative,negative
"What the painful register, i tried many times still cant registered. I gave up register on jenius",painful register tried many time still cant registered gave register jenius,1,negative,negative
Aplikasi perbankang yang sangat membantu tanpa khawatir isi saldo dan bisa tarik tunai gratis juga,aplikasi perbankang yang sangat membantu tanpa khawatir isi saldo dan bisa tarik tunai gratis juga,5,positive,positive
aplikasi nya restart melulu. bwt apa fitur banyak tapi app dibuka aja ga bisa. ga guna.,aplikasi nya restart melulu bwt apa fitur banyak tapi app dibuka aja ga bisa ga guna,1,negative,negative
"Keren banget, sangat membantu dan memudahkan untuk transaksi online tanpa ribet dan terpercaya.... Recommended sekali!",keren banget sangat membantu dan memudahkan untuk transaksi online tanpa ribet dan terpercaya recommended sekali,5,positive,positive
Tried to login my jenius on new android but keep saying session expired :(,tried login jenius new android keep saying session expired,1,negative,negative
"Aplikasinya mudah digunakan, tampilan juga oke",aplikasinya mudah digunakan tampilan juga oke,5,positive,positive
"Mudah banget buat top up,aku top up langganan Spotify disini 🥰",mudah banget buat top upaku top langganan spotify disini,5,positive,positive
"untuk ui udah baik, hanya kurang di kecepatan saat membuka aplikasi, masih kurang seemless. kalo bisa seperti brimo agar lebih cepet",untuk ui udah baik hanya kurang di kecepatan saat membuka aplikasi masih kurang seemless kalo bisa seperti brimo agar lebih cepet,2,negative,negative
Very bad app. No optiom for me to apply credit card. Have shared this issue with team weeks ago and still no responce til today,bad app optiom apply credit card shared issue team week ago still responce til today,1,negative,negative
Cant login.. After OTP and enter pin.. Always session expired and back to login again... No fix.. Already many complain... Hufftt... 😡😡😡😡😤😤😤,cant login otp enter pin always session expired back login fix already many complain hufftt,1,negative,negative
Mantappp,mantappp,5,positive,positive
The feesible??? Yall taking too much bye,feesible yall taking much bye,1,negative,negative
"Setelah 7 tahun menjadi aplikasi dan rekening favorite, di kecewakan dengan tagihan kartu kredit yang tidak pernah diterima apalagi digunakan. Terima kasih Jenius BTPN buat kerja samanya yang baik selama ini.. Kontak CS nya pun slow respon dan tidak ada solusi",setelah tahun menjadi aplikasi dan rekening favorite di kecewakan dengan tagihan kartu kredit yang tidak pernah diterima apalagi digunakan terima kasih jenius btpn buat kerja samanya yang baik selama ini kontak c nya pun slow respon dan tidak ada solusi,1,negative,negative
KENAPA TIDAK BISA LOGIN???,kenapa tidak bisa login,1,negative,negative
Aplikasi lelet,aplikasi lelet,1,negative,negative
"Ganti hp baru; diminta email;password;PIN. Ujung2nya ""your session is expired"". PARAH",ganti hp baru diminta emailpasswordpin ujungnya session expired parah,2,negative,negative
"Menurut saya fitur di jenius ini sangat bagus, namun akhir2 ini selalu force close sendiri. Akhirnya fitur yg bagus gak bisa dipakai sama sekali. Buat apa??",menurut saya fitur di jenius ini sangat bagus namun akhir ini selalu force close sendiri akhirnya fitur yg bagus gak bisa dipakai sama sekali buat apa,5,positive,positive
apps eror lg psang pin berulang,apps eror lg psang pin berulang,1,negative,negative
waah aplikasi jenius sangat memudahkan kegiatan mobile sehari-hari,waah aplikasi jenius sangat memudahkan kegiatan mobile seharihari,5,positive,positive
"aplikasi paling tergenius, ga nyesel pake jenius!",aplikasi paling tergenius ga nyesel pake jenius,5,positive,positive
Good app for transaction,good app transaction,5,positive,positive
"lemot banget, untuk daily sangat meresahkan. saya kira karena hp saya, typical android. tapi ternyata di iphone istri juga lemotttttt",lemot banget untuk daily sangat meresahkan saya kira karena hp saya typical android tapi ternyata di iphone istri juga lemotttttt,1,negative,negative
"Activated account took so long instead of instant after video call, while doc completed. Livechat and call center always asking same question but at the end none result except i hv too waiting for 7 days. So complicated at 1st impression..",activated account took long instead instant video call doc completed livechat call center always asking question end none result except hv waiting day complicated st impression,1,negative,negative
Aplikasinya lambat,aplikasinya lambat,4,positive,positive
"After update on 3 march 2014, app not working on BB Android Version 7.1.1",update march app working bb android version,1,negative,negative
Please fix the error while loging in that sez times out.,please fix error loging sez time,1,negative,negative
tidak bisa login alasannya session expired,tidak bisa login alasannya session expired,1,negative,negative
saya gak pernah logout tiba2 logout sendiri. kalo mau login lagi pakai UNLINK PREVIOUS DEVICE segala bikin repot. telfon lelet ngabisin pulsa. ngabisin waktu. YANG BENER BIKIN APLIKASI,saya gak pernah logout tiba logout sendiri kalo mau login lagi pakai unlink previous device segala bikin repot telfon lelet ngabisin pulsa ngabisin waktu yang bener bikin aplikasi,1,negative,negative
"suka banget sama jenius, aplikasinya mudah dipakai dan tampilan ui/ux nya bagus😍",suka banget sama jenius aplikasinya mudah dipakai dan tampilan uiux nya bagus,5,positive,positive
"Such a frustrating apps, very slow so bothering",frustrating apps slow bothering,2,negative,negative
"Woi dibenerin lah ini apps, loading lamanya gila²an, yg bener aja. Gimana orang mau pakai coba?",woi dibenerin lah ini apps loading lamanya gilaan yg bener aja gimana orang mau pakai coba,1,negative,negative
Menabung jadi lebih mudah pakai jenius aja.,menabung jadi lebih mudah pakai jenius aja,5,positive,positive
Mobile banking paling nyaman transfer uang tanpa takut biaya admin dan juga verifikasi akunnya cepet,mobile banking paling nyaman transfer uang tanpa takut biaya admin dan juga verifikasi akunnya cepet,5,positive,positive
"Tampilan aplikasinya menarik, aktivasinya juga gampang.",tampilan aplikasinya menarik aktivasinya juga gampang,5,positive,positive
"Too bad,, cant login. It always says sesion expired",bad cant login always say sesion expired,1,negative,negative
"sedikit masukan daripada hire telemarketer buat nelponin orang masalah flexy cash, mending hire programmer biar appnya lebih cepat dan stabil.",sedikit masukan daripada hire telemarketer buat nelponin orang masalah flexy cash mending hire programmer biar appnya lebih cepat dan stabil,2,negative,negative
"Tiba-tiba logout sendiri dari jenius. Coba login ulang, gagal terus. Sampai 11 kali! Sampai sekarang masih gagal. Udah clear cache, clear data, bahkan install ulang pun hasilnya sama saja! BLANGSAK!",tibatiba logout sendiri dari jenius coba login ulang gagal terus sampai kali sampai sekarang masih gagal udah clear cache clear data bahkan install ulang pun hasilnya sama saja blangsak,1,negative,negative
"Aktivasi cepat, bisa jadi e-wallet juga, bisa buat nabung, bisa top up pake debit card, pokoknya keren",aktivasi cepat bisa jadi ewallet juga bisa buat nabung bisa top pake debit card pokoknya keren,5,positive,positive
Error.... Selalu session expired habis masukin pin. Ampun dah,error selalu session expired habis masukin pin ampun dah,1,negative,negative
Sangat lambat saat login dan transaksi. Semoga performa nya bisa diperbaiki.,sangat lambat saat login dan transaksi semoga performa nya bisa diperbaiki,4,positive,positive
"Aplikasi perbank kan yg simple dan mudah untuk menabung, sangat bermanfaat sekali😍",aplikasi perbank kan yg simple dan mudah untuk menabung sangat bermanfaat sekali,5,positive,positive
Aplikasi Jenius membuat urusan menabung menjadi mudah dan praktis. Bisa top up e wallet dengan mudah. Ayo aktivasi sekarang!!,aplikasi jenius membuat urusan menabung menjadi mudah dan praktis bisa top e wallet dengan mudah ayo aktivasi sekarang,5,positive,positive
"Pelayanan CS ber tele tele ,mau nutup rekening lewat Call center abis pulsa hampir 75 ribu belum terselesaikan , sumpah di ulur diulur pas nelpon , mending tutup lewat KCP cabang terdekat. Saya NGGAK Merekomendasikan Bank ini.",pelayanan c ber tele tele mau nutup rekening lewat call center abis pulsa hampir ribu belum terselesaikan sumpah di ulur diulur pa nelpon mending tutup lewat kcp cabang terdekat saya nggak merekomendasikan bank ini,1,negative,negative
"Dengan applikasi friendly ini ,kamu dibantu mempermudah untuk mengatur keuangan kamu.mulai dari,menabung,transfer,berinvestasi rupiah atau mata uang asing.inilah jam digital bank Digi.",dengan applikasi friendly ini kamu dibantu mempermudah untuk mengatur keuangan kamumulai darimenabungtransferberinvestasi rupiah atau mata uang asinginilah jam digital bank digi,4,positive,positive
Good 👍,good,5,positive,positive
"Diawal menggunakan aplikasi ini sangat mudah simple, cepat. Tanpa ada ""POPUP"" iklan atau pengumuman apalah itu. Sehingga memudahkan transaksi. Coba direview lagu dimana tidak seluruh area Indonesia mendapatkan Bandwidth yang cepat. Silakan tambahkan pengaturan untuk menon-aktifkan ""POPUP"" yang muncul setiap kali login. Dan permudah / lebih ringkas untuk menu Wealth. Terima kasih",diawal menggunakan aplikasi ini sangat mudah simple cepat tanpa ada popup iklan atau pengumuman apalah itu sehingga memudahkan transaksi coba direview lagu dimana tidak seluruh area indonesia mendapatkan bandwidth yang cepat silakan tambahkan pengaturan untuk menonaktifkan popup yang muncul setiap kali login dan permudah lebih ringkas untuk menu wealth terima kasih,2,negative,negative
Very good,good,4,positive,positive
terlalu banyak notif promo layanan.. customer representatifnya yang bernama keny sangat tidak ramah.,terlalu banyak notif promo layanan customer representatifnya yang bernama keny sangat tidak ramah,1,negative,negative
"Log in selalu error setelah setting pin dan kembali ke halaman depan tanpa solusi. Sudah diulang 4 x dengan install, uninstal dan restart device setelah install tetap sama",log selalu error setelah setting pin dan kembali ke halaman depan tanpa solusi sudah diulang x dengan install uninstal dan restart device setelah install tetap sama,1,negative,negative
"Mau pakai JPY tidak bisa, sedangkan uang mata asing lain bisa semua. CS juga tidak jelas, cuma suruh update dan tanya apakah sudah jelas..",mau pakai jpy tidak bisa sedangkan uang mata asing lain bisa semua c juga tidak jelas cuma suruh update dan tanya apakah sudah jelas,1,negative,negative
"Got scammed. The sales said I will receive a decent amount of cashback for an amount of money I put in Jenius. My friends' put double amount, and they said she will also get double cashback. But the reality is, we only got ""Cashback First Topup"" for only Rp2.500. They also said it will only take 2 weeks to receive the cashback. I made Jenius's account from 31st January and it's been almost a month. So thx a lot 🙏🏻",got scammed sale said receive decent amount cashback amount money put jenius friend put double amount said also get double cashback reality got cashback first topup rp also said take week receive cashback made jeniuss account st january almost month thx lot,1,negative,negative
Tidak bisa donload app jenius,tidak bisa donload app jenius,1,negative,negative
Thankyou jenius save me..,thankyou jenius save,5,positive,positive
"I cannot login to my account in my other device, when i set my pin its say login session expired. I already try to uninstall and reinstalling but got same result.",cannot login account device set pin say login session expired already try uninstall reinstalling got result,1,negative,negative
"Udah 2 tahun lebih pakai jenius, dan dari bulan kemarin saya ganti ponsel tapi pas login berhasil langsung logout tiba tiba, dan terus seperti itu, parah. Jadi ini alasan buat gak pakai jenius lagi 😊",udah tahun lebih pakai jenius dan dari bulan kemarin saya ganti ponsel tapi pa login berhasil langsung logout tiba tiba dan terus seperti itu parah jadi ini alasan buat gak pakai jenius lagi,1,negative,negative
Bad app,bad app,1,negative,negative
"Telat bayar sehari doang, itupun sudah membayar penalti, kena telpon sama preman debt collector dari JENIUS. Data kita diapain aja sama mereka mana tau",telat bayar sehari doang itupun sudah membayar penalti kena telpon sama preman debt collector dari jenius data kita diapain aja sama mereka mana tau,1,negative,negative
Hot mess of an app.,hot mess app,1,negative,negative
Kenapa ngedetect malware terus padahal ini HP bersih,kenapa ngedetect malware terus padahal ini hp bersih,3,neutral,neutral
Kenapa tidak bisa login after saya ganti hp. Session expired mulu,kenapa tidak bisa login saya ganti hp session expired mulu,1,negative,negative
